,loss,val_loss,acc,val_acc
0,0.006589209110538165,0.32131707082589467,85.465,88.86666666666667
1,0.004454980638002356,0.2573614851951599,89.915,90.925
2,0.003978345033402244,0.2288896191438039,91.02333333333334,91.96833333333333
3,0.003684881138491134,0.22288140402634937,91.61833333333334,92.105
4,0.0034694982582082353,0.21822612145344417,92.16166666666666,92.16499999999999
5,0.0033106971091280382,0.2160384601910909,92.38499999999999,92.09
6,0.003179178290379544,0.18954354196389517,92.735,93.38833333333334
7,0.0030489296276743215,0.1827868887623151,93.135,93.645
8,0.0029542169337471325,0.17608366809686024,93.31833333333334,93.82333333333334
9,0.00285694895212849,0.1783716373205185,93.57,93.70166666666667
10,0.002776035903642575,0.1761601316610972,93.75666666666666,93.86
11,0.002700492345790068,0.16488442657788593,93.97,94.22333333333334
12,0.0026258828613286217,0.1601501816769441,94.12166666666667,94.46166666666667
13,0.0025671209311733645,0.1778532498796781,94.295,93.605
14,0.0025033263790731628,0.15461277309060098,94.47666666666666,94.69999999999999
15,0.0024345376222704848,0.15210017497936884,94.68666666666667,94.78333333333333
16,0.0023894837488109867,0.15453116896947225,94.76333333333334,94.51
17,0.002337227716452132,0.141255575466156,94.855,95.27833333333334
18,0.0022891225844311218,0.14405316338936489,94.99666666666667,95.16833333333334
19,0.002252923627321919,0.1361408102651437,95.03166666666667,95.45333333333333
20,0.00220554233432437,0.13559490575591723,95.19999999999999,95.48666666666666
21,0.002169635786488652,0.13318409416675567,95.27333333333333,95.63166666666667
22,0.002123881449829787,0.1323615383485953,95.44166666666666,95.59
23,0.0020830158070040245,0.12840405313968659,95.55166666666666,95.81
24,0.0020507869401325783,0.1234934349278609,95.60499999999999,95.99166666666666
25,0.0020138178292661906,0.13042214358051618,95.755,95.63833333333334
26,0.0019794256397212546,0.12101807856957118,95.78333333333333,96.135
27,0.0019496212029829622,0.1167608991086483,95.83500000000001,96.21499999999999
28,0.0019233889806394777,0.11569017551143965,95.92500000000001,96.315
29,0.00189119504733632,0.11548754202922185,96.08666666666666,96.22333333333334
30,0.0018634914219068984,0.11270607212583224,96.11166666666666,96.39666666666666
31,0.0018306255285007258,0.11355497655669848,96.19833333333332,96.34166666666667
32,0.0018075070739413301,0.10943559907873472,96.28999999999999,96.53833333333334
33,0.0017743626713131865,0.10595838677684466,96.28666666666666,96.69
34,0.0017456561064037185,0.10817779293656349,96.38,96.60833333333333
35,0.0017332492534071207,0.1035599272231261,96.41499999999999,96.76333333333334
36,0.001703828024988373,0.10655247296492258,96.51666666666667,96.59666666666666
37,0.0016797214274915555,0.10092036262353261,96.595,96.94333333333334
38,0.0016556933845393359,0.10142223892609278,96.57166666666667,96.875
39,0.0016342297399416566,0.10369505279064178,96.68333333333334,96.73833333333334
40,0.0016222497242192428,0.09579689910610517,96.695,97.10666666666667
41,0.001593654846555243,0.09544979985157649,96.765,97.10833333333333
42,0.0015710232256601255,0.09638834211031595,96.775,97.06833333333333
43,0.0015523592074867339,0.09451767413914204,96.985,97.10499999999999
44,0.0015304481896571815,0.09097370506922405,96.96333333333334,97.32666666666667
45,0.001513084744180863,0.09020121045907338,96.98166666666667,97.35000000000001
46,0.0014902088038933775,0.09337436130245527,97.10499999999999,97.06166666666667
47,0.0014705959770207604,0.08906482577323914,97.095,97.40333333333334
48,0.0014518730318484206,0.08710573866764705,97.19833333333334,97.45333333333333
49,0.0014373383724906792,0.09050080209374428,97.16,97.22
50,0.0014156229930308959,0.08646930389801662,97.20333333333333,97.49166666666666
51,0.0014026594060162704,0.08454266538421314,97.25833333333334,97.54833333333333
52,0.0013841735783033072,0.0836016940365235,97.35833333333333,97.53166666666667
53,0.0013651408869307488,0.08238160986701648,97.37,97.66833333333334
54,0.0013569436250564953,0.07990772494475047,97.37333333333333,97.79333333333334
55,0.0013413159993942827,0.08329943879942099,97.45833333333334,97.55666666666667
56,0.0013195441631910702,0.07848093617161116,97.50666666666666,97.84833333333334
57,0.0013031428550680478,0.07943627233902613,97.60166666666666,97.775
58,0.001287469109458228,0.07664632750848929,97.59833333333333,97.91333333333333
59,0.0012743959249307713,0.07762526666720708,97.60166666666666,97.85166666666667
60,0.0012584152481984346,0.07691608809431394,97.67166666666667,97.83
61,0.0012463671354887387,0.07443883916040261,97.73666666666668,98.03666666666668
