,loss,val_loss,acc,val_acc
0,0.00673821745129923,0.3538152129014333,84.67166666666667,87.67833333333334
1,0.004767483785500129,0.27305295372009275,89.24,90.18333333333334
2,0.004253272615497311,0.2850502327998479,90.315,89.70833333333333
3,0.00391228671297431,0.27194580857753753,91.06166666666667,89.97333333333334
4,0.0036355094434072574,0.22218578974405925,91.78333333333333,92.105
5,0.003425928235364457,0.21045851346651714,92.16499999999999,92.46
6,0.0032578016926224033,0.19923070029218992,92.47666666666666,93.01666666666667
7,0.0031008428315942487,0.18237722172737122,92.96333333333334,93.52666666666667
8,0.0029454929392163953,0.17539902942975363,93.345,93.84166666666667
9,0.002823295651562512,0.1566754107236862,93.66166666666666,94.68166666666666
10,0.0026844788309186695,0.21251615671714147,93.94333333333333,92.38499999999999
11,0.002590853570898374,0.15732261084516844,94.15333333333334,94.28999999999999
12,0.0025141035165948174,0.1882823093175888,94.35,93.05833333333334
13,0.002394929213449359,0.1350698989490668,94.61166666666668,95.36666666666666
14,0.002298470337005953,0.150351265335083,94.79666666666667,94.59333333333333
15,0.002233164431496213,0.12524493341644605,94.95,95.675
16,0.002159004088770598,0.1204542678674062,95.08166666666666,95.92
17,0.0020771091267466546,0.11134524831573168,95.33,96.27
18,0.002015238530933857,0.12301515140136084,95.51166666666666,95.60833333333333
19,0.001920291642534236,0.10769439896742503,95.675,96.25166666666667
20,0.001854098389747863,0.10191292817791303,95.90166666666666,96.63666666666667
21,0.0018046843169877925,0.09430419812699159,96.02333333333334,97.05833333333334
22,0.0017268294529678922,0.13055754063725472,96.17166666666667,95.23666666666666
23,0.0016948645567831894,0.1158604320883751,96.20666666666666,95.80833333333332
24,0.0016066819801926612,0.09171963956256708,96.465,96.99
25,0.0015476482794309656,0.09137882397174835,96.61833333333333,96.96333333333334
26,0.001521566638769582,0.13638926881551744,96.655,94.91166666666668
27,0.0014469404524968315,0.11281999717553456,96.77333333333334,95.89333333333333
28,0.001400885858386755,0.09822645197610061,96.95333333333333,96.435
29,0.001353433018674453,0.0782065060198307,97.06,97.545
30,0.001323545074261104,0.06701274074316024,97.15666666666667,97.98833333333333
31,0.0012505379455629735,0.06487482271095117,97.30166666666666,98.10166666666666
